Clinic,Date,Start_Time,End_Time,Total_Scheduled_Visits
Adult Medicine,2016-03-09,13:20:00.0000000,13:35:00.0000000,3
Adult Medicine,2016-03-09,13:20:00.0000000,13:40:00.0000000,1
Adult Medicine,2016-03-09,13:30:00.0000000,13:45:00.0000000,7
Adult Medicine,2016-03-09,13:40:00.0000000,13:55:00.0000000,4
Adult Medicine,2016-03-09,13:45:00.0000000,13:55:00.0000000,1
Adult Medicine,2016-03-09,13:45:00.0000000,14:00:00.0000000,10
Adult Medicine,2016-03-09,13:50:00.0000000,14:05:00.0000000,2
Adult Medicine,2016-03-09,13:58:00.0000000,14:13:00.0000000,1
Adult Medicine,2016-03-09,14:00:00.0000000,14:15:00.0000000,12
Adult Medicine,2016-03-09,14:15:00.0000000,14:30:00.0000000,3
Adult Medicine,2016-03-09,14:20:00.0000000,14:35:00.0000000,2
Adult Medicine,2016-03-09,14:25:00.0000000,14:40:00.0000000,1
Adult Medicine,2016-03-09,14:30:00.0000000,14:45:00.0000000,4
Adult Medicine,2016-03-09,14:40:00.0000000,14:50:00.0000000,1
Adult Medicine,2016-03-09,14:40:00.0000000,14:55:00.0000000,4
Adult Medicine,2016-03-09,14:45:00.0000000,15:00:00.0000000,2
Adult Medicine,2016-03-09,15:00:00.0000000,15:15:00.0000000,4
Adult Medicine,2016-03-09,15:11:00.0000000,15:26:00.0000000,1
Adult Medicine,2016-03-09,15:15:00.0000000,15:30:00.0000000,8
Adult Medicine,2016-03-09,15:20:00.0000000,15:35:00.0000000,1
Adult Medicine,2016-03-09,15:30:00.0000000,15:45:00.0000000,3
Adult Medicine,2016-03-09,15:40:00.0000000,15:55:00.0000000,1
Adult Medicine,2016-03-09,15:53:00.0000000,16:08:00.0000000,1
Adult Medicine,2016-03-09,15:54:00.0000000,16:09:00.0000000,1
Adult Medicine,2016-03-09,16:00:00.0000000,16:15:00.0000000,2
Adult Medicine,2016-03-09,16:20:00.0000000,16:35:00.0000000,1
Adult Medicine,2016-03-09,16:25:00.0000000,16:40:00.0000000,1
Adult Medicine,2016-03-09,16:30:00.0000000,16:45:00.0000000,6
Adult Medicine,2016-03-09,16:40:00.0000000,16:55:00.0000000,1
Adult Medicine,2016-03-09,16:45:00.0000000,17:00:00.0000000,2
Adult Medicine,2016-03-09,16:50:00.0000000,17:05:00.0000000,1
Adult Medicine,2016-03-09,17:00:00.0000000,17:15:00.0000000,9
Adult Medicine,2016-03-09,17:15:00.0000000,17:30:00.0000000,2
Adult Medicine,2016-03-09,17:17:00.0000000,17:32:00.0000000,1
Adult Medicine,2016-03-09,17:20:00.0000000,17:35:00.0000000,1
Adult Medicine,2016-03-09,17:30:00.0000000,17:40:00.0000000,1
Adult Medicine,2016-03-09,17:30:00.0000000,17:45:00.0000000,2
Adult Medicine,2016-03-09,17:45:00.0000000,18:00:00.0000000,3
Adult Medicine,2016-03-09,18:00:00.0000000,18:15:00.0000000,6
Adult Medicine,2016-03-09,18:15:00.0000000,18:30:00.0000000,2
Adult Medicine,2016-03-09,18:30:00.0000000,18:45:00.0000000,2
Adult Medicine,2016-03-10,08:45:00.0000000,09:00:00.0000000,1
Adult Medicine,2016-03-10,08:55:00.0000000,09:00:00.0000000,1
Adult Medicine,2016-03-10,09:00:00.0000000,09:15:00.0000000,12
Adult Medicine,2016-03-10,09:15:00.0000000,09:30:00.0000000,3
Adult Medicine,2016-03-10,09:21:00.0000000,09:36:00.0000000,1
Adult Medicine,2016-03-10,09:30:00.0000000,09:45:00.0000000,10
Adult Medicine,2016-03-10,09:32:00.0000000,09:47:00.0000000,1
Adult Medicine,2016-03-10,09:40:00.0000000,09:55:00.0000000,1
Adult Medicine,2016-03-10,09:45:00.0000000,10:00:00.0000000,11
Adult Medicine,2016-03-10,09:53:00.0000000,10:08:00.0000000,1
Adult Medicine,2016-03-10,09:55:00.0000000,10:10:00.0000000,1
Adult Medicine,2016-03-10,09:59:00.0000000,10:14:00.0000000,1
Adult Medicine,2016-03-10,10:00:00.0000000,10:15:00.0000000,13
Adult Medicine,2016-03-10,10:15:00.0000000,10:30:00.0000000,7
Adult Medicine,2016-03-10,10:17:00.0000000,10:32:00.0000000,1
Adult Medicine,2016-03-10,10:30:00.0000000,10:45:00.0000000,11
Adult Medicine,2016-03-10,10:30:00.0000000,11:00:00.0000000,1
Adult Medicine,2016-03-10,10:40:00.0000000,10:55:00.0000000,1
Adult Medicine,2016-03-10,10:45:00.0000000,11:00:00.0000000,4
Adult Medicine,2016-03-10,10:53:00.0000000,11:08:00.0000000,1
Adult Medicine,2016-03-10,11:00:00.0000000,11:15:00.0000000,11
Adult Medicine,2016-03-10,11:00:00.0000000,11:30:00.0000000,1
Adult Medicine,2016-03-10,11:00:00.0000000,12:00:00.0000000,1
Adult Medicine,2016-03-10,11:15:00.0000000,11:30:00.0000000,9
Adult Medicine,2016-03-10,11:30:00.0000000,11:45:00.0000000,2
Adult Medicine,2016-03-10,11:30:00.0000000,12:00:00.0000000,1
Adult Medicine,2016-03-10,13:00:00.0000000,13:10:00.0000000,2
Adult Medicine,2016-03-10,13:00:00.0000000,13:15:00.0000000,7
Adult Medicine,2016-03-10,13:00:00.0000000,13:30:00.0000000,1
Adult Medicine,2016-03-10,13:10:00.0000000,13:20:00.0000000,1
Adult Medicine,2016-03-10,13:10:00.0000000,13:25:00.0000000,1
Adult Medicine,2016-03-10,13:11:00.0000000,13:21:00.0000000,1
Adult Medicine,2016-03-10,13:13:00.0000000,13:28:00.0000000,1
Adult Medicine,2016-03-10,13:15:00.0000000,13:30:00.0000000,2
Adult Medicine,2016-03-10,13:20:00.0000000,13:35:00.0000000,2
Adult Medicine,2016-03-10,13:30:00.0000000,13:45:00.0000000,3
Adult Medicine,2016-03-10,13:40:00.0000000,13:50:00.0000000,1
Adult Medicine,2016-03-10,13:40:00.0000000,13:55:00.0000000,1
Adult Medicine,2016-03-10,13:45:00.0000000,14:00:00.0000000,2
Adult Medicine,2016-03-10,13:50:00.0000000,14:05:00.0000000,1
Adult Medicine,2016-03-10,14:00:00.0000000,14:15:00.0000000,5
Adult Medicine,2016-03-10,14:00:00.0000000,14:30:00.0000000,1
Adult Medicine,2016-03-10,14:10:00.0000000,14:25:00.0000000,2
Adult Medicine,2016-03-10,14:15:00.0000000,14:30:00.0000000,1
Adult Medicine,2016-03-10,14:20:00.0000000,14:35:00.0000000,2
Adult Medicine,2016-03-10,14:26:00.0000000,14:41:00.0000000,1
Adult Medicine,2016-03-10,14:30:00.0000000,14:45:00.0000000,5
Adult Medicine,2016-03-10,14:40:00.0000000,14:55:00.0000000,1
Adult Medicine,2016-03-10,14:50:00.0000000,15:05:00.0000000,1
Adult Medicine,2016-03-10,15:00:00.0000000,15:15:00.0000000,6
Adult Medicine,2016-03-10,15:00:00.0000000,15:30:00.0000000,1
Adult Medicine,2016-03-10,15:15:00.0000000,15:30:00.0000000,1
Adult Medicine,2016-03-10,15:20:00.0000000,15:35:00.0000000,1
Adult Medicine,2016-03-10,15:28:00.0000000,15:43:00.0000000,1
Adult Medicine,2016-03-10,15:30:00.0000000,15:45:00.0000000,4
Adult Medicine,2016-03-10,15:30:00.0000000,16:00:00.0000000,1
Adult Medicine,2016-03-10,15:33:00.0000000,15:48:00.0000000,1
Adult Medicine,2016-03-10,15:40:00.0000000,15:55:00.0000000,2
Adult Medicine,2016-03-10,15:45:00.0000000,16:00:00.0000000,1
Adult Medicine,2016-03-10,15:47:00.0000000,16:02:00.0000000,1
Adult Medicine,2016-03-10,15:53:00.0000000,16:08:00.0000000,1
Adult Medicine,2016-03-10,15:56:00.0000000,16:11:00.0000000,1
Adult Medicine,2016-03-10,16:00:00.0000000,16:15:00.0000000,4
Adult Medicine,2016-03-10,16:15:00.0000000,16:30:00.0000000,1
Adult Medicine,2016-03-10,16:45:00.0000000,17:00:00.0000000,2
Adult Medicine,2016-03-10,16:57:00.0000000,17:12:00.0000000,1
Adult Medicine,2016-03-10,17:00:00.0000000,17:15:00.0000000,4
Adult Medicine,2016-03-10,17:30:00.0000000,17:45:00.0000000,2
Adult Medicine,2016-03-10,17:45:00.0000000,18:00:00.0000000,1
Adult Medicine,2016-03-10,18:00:00.0000000,18:15:00.0000000,2
Adult Medicine,2016-03-10,18:15:00.0000000,18:30:00.0000000,1
Adult Medicine,2016-03-10,18:30:00.0000000,18:45:00.0000000,1
Adult Medicine,2016-03-11,08:00:00.0000000,09:00:00.0000000,1
Adult Medicine,2016-03-11,08:30:00.0000000,08:45:00.0000000,1
Adult Medicine,2016-03-11,08:40:00.0000000,08:55:00.0000000,1
Adult Medicine,2016-03-11,08:50:00.0000000,09:05:00.0000000,1
Adult Medicine,2016-03-11,09:00:00.0000000,09:15:00.0000000,5
Adult Medicine,2016-03-11,09:00:00.0000000,10:00:00.0000000,1
Adult Medicine,2016-03-11,09:13:00.0000000,09:28:00.0000000,1
Adult Medicine,2016-03-11,09:15:00.0000000,09:30:00.0000000,4
Adult Medicine,2016-03-11,09:20:00.0000000,09:35:00.0000000,1
Adult Medicine,2016-03-11,09:21:00.0000000,09:36:00.0000000,1
Adult Medicine,2016-03-11,09:30:00.0000000,09:40:00.0000000,1
Adult Medicine,2016-03-11,09:30:00.0000000,09:45:00.0000000,6
Adult Medicine,2016-03-11,09:40:00.0000000,09:50:00.0000000,1
Adult Medicine,2016-03-11,09:45:00.0000000,09:55:00.0000000,1
Adult Medicine,2016-03-11,09:45:00.0000000,10:00:00.0000000,6
Adult Medicine,2016-03-11,09:46:00.0000000,10:01:00.0000000,1
Adult Medicine,2016-03-11,09:50:00.0000000,10:05:00.0000000,2
Adult Medicine,2016-03-11,09:55:00.0000000,10:10:00.0000000,1
Adult Medicine,2016-03-11,10:00:00.0000000,10:15:00.0000000,7
Adult Medicine,2016-03-11,10:00:00.0000000,11:00:00.0000000,1
Adult Medicine,2016-03-11,10:10:00.0000000,10:25:00.0000000,1
Adult Medicine,2016-03-11,10:15:00.0000000,10:30:00.0000000,1
Adult Medicine,2016-03-11,10:20:00.0000000,10:35:00.0000000,1
Adult Medicine,2016-03-11,10:30:00.0000000,10:45:00.0000000,10
Adult Medicine,2016-03-11,10:38:00.0000000,10:53:00.0000000,1
Adult Medicine,2016-03-11,10:40:00.0000000,10:55:00.0000000,1
Adult Medicine,2016-03-11,10:45:00.0000000,11:00:00.0000000,5
Adult Medicine,2016-03-11,11:00:00.0000000,11:15:00.0000000,5
Adult Medicine,2016-03-11,11:00:00.0000000,12:00:00.0000000,1
Adult Medicine,2016-03-11,11:15:00.0000000,11:30:00.0000000,4
Adult Medicine,2016-03-11,11:30:00.0000000,11:45:00.0000000,6
Adult Medicine,2016-03-11,12:00:00.0000000,13:00:00.0000000,1
Adult Medicine,2016-03-11,12:51:00.0000000,13:06:00.0000000,2
Adult Medicine,2016-03-11,13:00:00.0000000,13:15:00.0000000,4
Adult Medicine,2016-03-11,13:00:00.0000000,13:30:00.0000000,2
Adult Medicine,2016-03-11,13:00:00.0000000,14:00:00.0000000,1
Adult Medicine,2016-03-11,13:20:00.0000000,13:35:00.0000000,1
Adult Medicine,2016-03-11,13:28:00.0000000,13:43:00.0000000,1
Adult Medicine,2016-03-11,13:30:00.0000000,13:45:00.0000000,3
Adult Medicine,2016-03-11,13:45:00.0000000,14:00:00.0000000,1
Adult Medicine,2016-03-11,14:00:00.0000000,14:15:00.0000000,4
Adult Medicine,2016-03-11,14:00:00.0000000,14:20:00.0000000,1
Adult Medicine,2016-03-11,14:05:00.0000000,14:20:00.0000000,1
Adult Medicine,2016-03-11,14:10:00.0000000,14:25:00.0000000,1
Adult Medicine,2016-03-11,14:20:00.0000000,14:35:00.0000000,1
Adult Medicine,2016-03-11,14:26:00.0000000,14:41:00.0000000,1
Adult Medicine,2016-03-11,14:30:00.0000000,14:45:00.0000000,2
Adult Medicine,2016-03-11,14:49:00.0000000,15:04:00.0000000,1
Adult Medicine,2016-03-11,14:50:00.0000000,15:05:00.0000000,1
Adult Medicine,2016-03-11,14:55:00.0000000,15:10:00.0000000,1
Adult Medicine,2016-03-11,15:00:00.0000000,15:15:00.0000000,3
Adult Medicine,2016-03-11,15:00:00.0000000,16:00:00.0000000,1
Adult Medicine,2016-03-11,15:15:00.0000000,15:30:00.0000000,2
Adult Medicine,2016-03-11,15:17:00.0000000,15:32:00.0000000,1
Adult Medicine,2016-03-11,15:30:00.0000000,15:45:00.0000000,2
Adult Medicine,2016-03-11,16:00:00.0000000,16:15:00.0000000,2
Adult Medicine,2016-03-11,16:20:00.0000000,16:35:00.0000000,1
Adult Medicine,2016-03-14,09:00:00.0000000,09:15:00.0000000,13
Adult Medicine,2016-03-14,09:10:00.0000000,09:25:00.0000000,1
Adult Medicine,2016-03-14,09:15:00.0000000,09:30:00.0000000,3
Adult Medicine,2016-03-14,09:20:00.0000000,09:35:00.0000000,1
Adult Medicine,2016-03-14,09:30:00.0000000,09:45:00.0000000,5
Adult Medicine,2016-03-14,09:40:00.0000000,09:55:00.0000000,2
Adult Medicine,2016-03-14,09:40:00.0000000,10:00:00.0000000,1
Adult Medicine,2016-03-14,09:45:00.0000000,10:00:00.0000000,6
Adult Medicine,2016-03-14,09:58:00.0000000,10:13:00.0000000,1
Adult Medicine,2016-03-14,10:00:00.0000000,10:15:00.0000000,3
Adult Medicine,2016-03-14,10:03:00.0000000,10:18:00.0000000,1
Adult Medicine,2016-03-14,10:06:00.0000000,10:21:00.0000000,1
Adult Medicine,2016-03-14,10:07:00.0000000,10:22:00.0000000,1
Adult Medicine,2016-03-14,10:20:00.0000000,10:35:00.0000000,3
Adult Medicine,2016-03-14,10:30:00.0000000,10:45:00.0000000,8
Adult Medicine,2016-03-14,10:40:00.0000000,10:55:00.0000000,2
Adult Medicine,2016-03-14,10:45:00.0000000,11:00:00.0000000,1
Adult Medicine,2016-03-14,10:51:00.0000000,11:06:00.0000000,1
Adult Medicine,2016-03-14,11:00:00.0000000,11:15:00.0000000,8
Adult Medicine,2016-03-14,11:15:00.0000000,11:30:00.0000000,5
Adult Medicine,2016-03-14,11:20:00.0000000,11:35:00.0000000,1
Adult Medicine,2016-03-14,11:23:00.0000000,11:38:00.0000000,1
Adult Medicine,2016-03-14,11:30:00.0000000,11:45:00.0000000,3
Adult Medicine,2016-03-14,13:00:00.0000000,13:15:00.0000000,5
Adult Medicine,2016-03-14,13:12:00.0000000,13:27:00.0000000,1
Adult Medicine,2016-03-14,13:30:00.0000000,13:45:00.0000000,4
Adult Medicine,2016-03-14,13:45:00.0000000,14:00:00.0000000,2
Adult Medicine,2016-03-14,13:53:00.0000000,14:08:00.0000000,1
Adult Medicine,2016-03-14,14:00:00.0000000,14:15:00.0000000,9
Adult Medicine,2016-03-14,14:10:00.0000000,14:25:00.0000000,1
Adult Medicine,2016-03-14,14:15:00.0000000,14:30:00.0000000,3
Adult Medicine,2016-03-14,14:24:00.0000000,14:39:00.0000000,1
Adult Medicine,2016-03-14,14:30:00.0000000,14:45:00.0000000,3
Adult Medicine,2016-03-14,14:30:00.0000000,15:00:00.0000000,1
Adult Medicine,2016-03-14,14:40:00.0000000,14:55:00.0000000,1
Adult Medicine,2016-03-14,14:45:00.0000000,15:00:00.0000000,1
Adult Medicine,2016-03-14,14:50:00.0000000,15:05:00.0000000,1
Adult Medicine,2016-03-14,15:00:00.0000000,15:15:00.0000000,6
Adult Medicine,2016-03-14,15:00:00.0000000,15:30:00.0000000,1
Adult Medicine,2016-03-14,15:10:00.0000000,15:25:00.0000000,2
Adult Medicine,2016-03-14,15:15:00.0000000,15:30:00.0000000,3
Adult Medicine,2016-03-14,15:18:00.0000000,15:33:00.0000000,1
Adult Medicine,2016-03-14,15:20:00.0000000,15:35:00.0000000,2
Adult Medicine,2016-03-14,15:30:00.0000000,15:45:00.0000000,5
Adult Medicine,2016-03-14,15:40:00.0000000,15:55:00.0000000,1
Adult Medicine,2016-03-14,16:00:00.0000000,16:15:00.0000000,6
Adult Medicine,2016-03-14,16:15:00.0000000,16:30:00.0000000,1
Adult Medicine,2016-03-14,16:20:00.0000000,16:35:00.0000000,1
Adult Medicine,2016-03-14,16:25:00.0000000,16:40:00.0000000,1
Adult Medicine,2016-03-14,16:30:00.0000000,16:45:00.0000000,5
Adult Medicine,2016-03-14,16:45:00.0000000,17:00:00.0000000,3
Adult Medicine,2016-03-14,16:50:00.0000000,17:05:00.0000000,2
Adult Medicine,2016-03-14,17:00:00.0000000,17:15:00.0000000,6
Adult Medicine,2016-03-14,17:05:00.0000000,17:20:00.0000000,1
Adult Medicine,2016-03-14,17:07:00.0000000,17:22:00.0000000,1
Adult Medicine,2016-03-14,17:15:00.0000000,17:30:00.0000000,2
Adult Medicine,2016-03-14,17:30:00.0000000,17:45:00.0000000,4
Adult Medicine,2016-03-14,17:43:00.0000000,17:58:00.0000000,1
Adult Medicine,2016-03-14,17:45:00.0000000,18:00:00.0000000,3
Adult Medicine,2016-03-14,18:00:00.0000000,18:15:00.0000000,5
Adult Medicine,2016-03-14,18:15:00.0000000,18:30:00.0000000,2
Adult Medicine,2016-03-14,18:30:00.0000000,18:45:00.0000000,2
Adult Medicine,2016-03-15,09:00:00.0000000,09:15:00.0000000,9
Adult Medicine,2016-03-15,09:17:00.0000000,09:32:00.0000000,1
Adult Medicine,2016-03-15,09:30:00.0000000,09:45:00.0000000,9
Adult Medicine,2016-03-15,09:44:00.0000000,09:59:00.0000000,1
Adult Medicine,2016-03-15,09:45:00.0000000,10:00:00.0000000,10
Adult Medicine,2016-03-15,10:00:00.0000000,10:15:00.0000000,8
Adult Medicine,2016-03-15,10:15:00.0000000,10:30:00.0000000,3
Adult Medicine,2016-03-15,10:18:00.0000000,10:33:00.0000000,1
Adult Medicine,2016-03-15,10:24:00.0000000,10:39:00.0000000,1
Adult Medicine,2016-03-15,10:30:00.0000000,10:45:00.0000000,7
Adult Medicine,2016-03-15,10:42:00.0000000,10:57:00.0000000,1
Adult Medicine,2016-03-15,10:45:00.0000000,11:00:00.0000000,3
Adult Medicine,2016-03-15,10:46:00.0000000,11:01:00.0000000,1
Adult Medicine,2016-03-15,11:00:00.0000000,11:15:00.0000000,9
Adult Medicine,2016-03-15,11:15:00.0000000,11:30:00.0000000,6
Adult Medicine,2016-03-15,11:18:00.0000000,11:33:00.0000000,1
Adult Medicine,2016-03-15,11:30:00.0000000,11:45:00.0000000,5
Adult Medicine,2016-03-15,12:00:00.0000000,12:15:00.0000000,2
Adult Medicine,2016-03-15,12:15:00.0000000,12:30:00.0000000,1
Adult Medicine,2016-03-15,12:30:00.0000000,12:40:00.0000000,1
Adult Medicine,2016-03-15,12:30:00.0000000,12:45:00.0000000,1
Adult Medicine,2016-03-15,12:45:00.0000000,13:00:00.0000000,1
Adult Medicine,2016-03-15,13:00:00.0000000,13:10:00.0000000,1
Adult Medicine,2016-03-15,13:00:00.0000000,13:15:00.0000000,5
Adult Medicine,2016-03-15,13:08:00.0000000,13:23:00.0000000,1
Adult Medicine,2016-03-15,13:10:00.0000000,13:25:00.0000000,2
Adult Medicine,2016-03-15,13:15:00.0000000,13:30:00.0000000,1
Adult Medicine,2016-03-15,13:20:00.0000000,13:35:00.0000000,2
Adult Medicine,2016-03-15,13:30:00.0000000,13:45:00.0000000,4
Adult Medicine,2016-03-15,13:45:00.0000000,14:00:00.0000000,4
Adult Medicine,2016-03-15,13:45:00.0000000,14:30:00.0000000,1
Adult Medicine,2016-03-15,13:50:00.0000000,14:05:00.0000000,1
Adult Medicine,2016-03-15,14:00:00.0000000,14:15:00.0000000,7
Adult Medicine,2016-03-15,14:00:00.0000000,14:30:00.0000000,1
Adult Medicine,2016-03-15,14:14:00.0000000,14:29:00.0000000,1
Adult Medicine,2016-03-15,14:15:00.0000000,14:30:00.0000000,3
Adult Medicine,2016-03-15,14:20:00.0000000,14:35:00.0000000,1
Adult Medicine,2016-03-15,14:30:00.0000000,14:45:00.0000000,9
Adult Medicine,2016-03-15,14:45:00.0000000,15:00:00.0000000,2
Adult Medicine,2016-03-15,15:00:00.0000000,15:15:00.0000000,5
Adult Medicine,2016-03-15,15:10:00.0000000,15:25:00.0000000,1
Adult Medicine,2016-03-15,15:15:00.0000000,15:30:00.0000000,2
Adult Medicine,2016-03-15,15:20:00.0000000,15:35:00.0000000,1
Adult Medicine,2016-03-15,15:30:00.0000000,15:45:00.0000000,6
Adult Medicine,2016-03-15,15:33:00.0000000,15:48:00.0000000,1
Adult Medicine,2016-03-15,16:00:00.0000000,16:15:00.0000000,3
Adult Medicine,2016-03-15,16:06:00.0000000,16:21:00.0000000,1
Adult Medicine,2016-03-15,16:20:00.0000000,16:35:00.0000000,1
Adult Medicine,2016-03-15,16:30:00.0000000,16:45:00.0000000,1
Adult Medicine,2016-03-15,16:40:00.0000000,16:55:00.0000000,1
Adult Medicine,2016-03-15,16:43:00.0000000,16:58:00.0000000,1
Adult Medicine,2016-03-15,16:50:00.0000000,17:05:00.0000000,1
Adult Medicine,2016-03-15,17:00:00.0000000,17:15:00.0000000,3
Adult Medicine,2016-03-15,17:02:00.0000000,17:17:00.0000000,1
Adult Medicine,2016-03-15,17:10:00.0000000,17:25:00.0000000,1
Adult Medicine,2016-03-15,17:18:00.0000000,17:33:00.0000000,1
Adult Medicine,2016-03-15,17:30:00.0000000,17:45:00.0000000,2
Adult Medicine,2016-03-15,17:45:00.0000000,18:00:00.0000000,2
Adult Medicine,2016-03-15,18:00:00.0000000,18:15:00.0000000,3
Adult Medicine,2016-03-15,18:15:00.0000000,18:30:00.0000000,1
Adult Medicine,2016-03-16,08:44:00.0000000,08:59:00.0000000,1
Adult Medicine,2016-03-16,08:53:00.0000000,09:08:00.0000000,1
Adult Medicine,2016-03-16,09:00:00.0000000,09:15:00.0000000,5
Adult Medicine,2016-03-16,09:27:00.0000000,09:42:00.0000000,1
Adult Medicine,2016-03-16,09:30:00.0000000,09:45:00.0000000,3
Adult Medicine,2016-03-16,09:34:00.0000000,09:49:00.0000000,1
Adult Medicine,2016-03-16,09:45:00.0000000,10:00:00.0000000,6
Adult Medicine,2016-03-16,09:51:00.0000000,10:06:00.0000000,1
Adult Medicine,2016-03-16,10:00:00.0000000,10:15:00.0000000,4
Adult Medicine,2016-03-16,10:15:00.0000000,10:25:00.0000000,1
Adult Medicine,2016-03-16,10:15:00.0000000,10:30:00.0000000,1
Adult Medicine,2016-03-16,10:16:00.0000000,10:31:00.0000000,1
Adult Medicine,2016-03-16,10:25:00.0000000,10:40:00.0000000,1
Adult Medicine,2016-03-16,10:30:00.0000000,10:45:00.0000000,7
Adult Medicine,2016-03-16,10:35:00.0000000,10:50:00.0000000,1
Adult Medicine,2016-03-16,10:45:00.0000000,11:00:00.0000000,3
Adult Medicine,2016-03-16,10:49:00.0000000,11:04:00.0000000,1
Adult Medicine,2016-03-16,11:00:00.0000000,11:15:00.0000000,4
Adult Medicine,2016-03-16,11:12:00.0000000,11:27:00.0000000,1
Adult Medicine,2016-03-16,11:15:00.0000000,11:30:00.0000000,4
Adult Medicine,2016-03-16,11:20:00.0000000,11:35:00.0000000,1
Adult Medicine,2016-03-16,11:30:00.0000000,11:45:00.0000000,2
Adult Medicine,2016-03-16,11:45:00.0000000,12:00:00.0000000,1
Adult Medicine,2016-03-16,11:55:00.0000000,12:10:00.0000000,1
Adult Medicine,2016-03-16,12:05:00.0000000,12:15:00.0000000,1
Adult Medicine,2016-03-16,12:09:00.0000000,12:19:00.0000000,1
Adult Medicine,2016-03-16,12:15:00.0000000,12:30:00.0000000,2
Adult Medicine,2016-03-16,12:25:00.0000000,12:35:00.0000000,1
Adult Medicine,2016-03-16,12:30:00.0000000,12:45:00.0000000,2
Adult Medicine,2016-03-16,12:35:00.0000000,12:50:00.0000000,1
Adult Medicine,2016-03-16,12:40:00.0000000,12:55:00.0000000,1
Adult Medicine,2016-03-16,12:55:00.0000000,13:10:00.0000000,1
Adult Medicine,2016-03-16,13:00:00.0000000,13:15:00.0000000,10
Adult Medicine,2016-03-16,13:09:00.0000000,13:24:00.0000000,1
Adult Medicine,2016-03-16,13:15:00.0000000,13:30:00.0000000,1
Adult Medicine,2016-03-16,13:20:00.0000000,13:35:00.0000000,4
Adult Medicine,2016-03-16,13:28:00.0000000,13:43:00.0000000,1
Adult Medicine,2016-03-16,13:30:00.0000000,13:45:00.0000000,6
Adult Medicine,2016-03-16,13:38:00.0000000,13:48:00.0000000,1
Adult Medicine,2016-03-16,13:45:00.0000000,14:00:00.0000000,5
Adult Medicine,2016-03-16,13:50:00.0000000,14:05:00.0000000,2
Adult Medicine,2016-03-16,14:00:00.0000000,14:15:00.0000000,9
Adult Medicine,2016-03-16,14:00:00.0000000,14:20:00.0000000,1
Adult Medicine,2016-03-16,14:15:00.0000000,14:30:00.0000000,4
Adult Medicine,2016-03-16,14:20:00.0000000,14:35:00.0000000,3
Adult Medicine,2016-03-16,14:30:00.0000000,14:45:00.0000000,4
Adult Medicine,2016-03-16,14:40:00.0000000,14:50:00.0000000,1
Adult Medicine,2016-03-16,14:45:00.0000000,15:00:00.0000000,2
Adult Medicine,2016-03-16,14:50:00.0000000,15:05:00.0000000,1
Adult Medicine,2016-03-16,15:00:00.0000000,15:15:00.0000000,6
Adult Medicine,2016-03-16,15:00:00.0000000,15:20:00.0000000,1
Adult Medicine,2016-03-16,15:15:00.0000000,15:30:00.0000000,2
Adult Medicine,2016-03-16,15:17:00.0000000,15:32:00.0000000,1
Adult Medicine,2016-03-16,15:19:00.0000000,15:34:00.0000000,1
Adult Medicine,2016-03-16,15:20:00.0000000,15:35:00.0000000,1
Adult Medicine,2016-03-16,15:30:00.0000000,15:45:00.0000000,5
Adult Medicine,2016-03-16,15:40:00.0000000,15:55:00.0000000,1
Adult Medicine,2016-03-16,16:00:00.0000000,16:15:00.0000000,2
Adult Medicine,2016-03-16,16:00:00.0000000,16:20:00.0000000,1
Adult Medicine,2016-03-16,16:03:00.0000000,16:18:00.0000000,1
Adult Medicine,2016-03-16,16:15:00.0000000,16:30:00.0000000,2
Adult Medicine,2016-03-16,16:20:00.0000000,16:35:00.0000000,1
Adult Medicine,2016-03-16,16:30:00.0000000,16:45:00.0000000,2
Adult Medicine,2016-03-16,16:30:00.0000000,17:00:00.0000000,1
Adult Medicine,2016-03-16,16:40:00.0000000,16:55:00.0000000,1
Adult Medicine,2016-03-16,16:45:00.0000000,17:00:00.0000000,1
Adult Medicine,2016-03-16,16:50:00.0000000,17:05:00.0000000,1
Adult Medicine,2016-03-16,17:00:00.0000000,17:15:00.0000000,9
Adult Medicine,2016-03-16,17:00:00.0000000,17:30:00.0000000,1
Adult Medicine,2016-03-16,17:05:00.0000000,17:20:00.0000000,1
Adult Medicine,2016-03-16,17:15:00.0000000,17:30:00.0000000,2
Adult Medicine,2016-03-16,17:19:00.0000000,17:34:00.0000000,1
Adult Medicine,2016-03-16,17:20:00.0000000,17:35:00.0000000,1
Adult Medicine,2016-03-16,17:27:00.0000000,17:42:00.0000000,1
Adult Medicine,2016-03-16,17:30:00.0000000,17:45:00.0000000,5
Adult Medicine,2016-03-16,17:45:00.0000000,18:00:00.0000000,1
Adult Medicine,2016-03-16,18:00:00.0000000,18:15:00.0000000,4
Adult Medicine,2016-03-16,18:15:00.0000000,18:30:00.0000000,3
Adult Medicine,2016-03-16,18:46:00.0000000,19:01:00.0000000,1
Adult Medicine,2016-03-17,09:00:00.0000000,09:15:00.0000000,5
Adult Medicine,2016-03-17,09:00:00.0000000,09:20:00.0000000,1
Adult Medicine,2016-03-17,09:15:00.0000000,09:30:00.0000000,1
Adult Medicine,2016-03-17,09:30:00.0000000,09:45:00.0000000,9
Adult Medicine,2016-03-17,09:30:00.0000000,10:00:00.0000000,1
Adult Medicine,2016-03-17,09:45:00.0000000,10:00:00.0000000,10
